name,mlb,btTch,dfTch,ocl,attr,pd,mlst,know_num,allies_num,enemies_num
0,1,1.0,1000.0,[0],0,12.828625991537233,10.0,10,1,0
1,1,1.0,1000.0,[1],0,12.828625991537233,10.0,10,1,0
2,1,1.0,1000.0,[2],0,12.828625991537233,6.071074029329252,10,0,1
3,1,1.0,1000.0,[3],0,12.828625991537233,7.224703847952446,10,2,1
4,1,1.0,1000.0,[4],1,12.828625991537233,9.932320299206118,10,0,3
5,1,1.0,1000.0,[5],2,12.828625991537233,10.0,10,0,0
6,1,1.0,1000.0,[6],2,12.828625991537233,10.0,10,0,0
7,1,1.0,1000.0,[7],0,12.828625991537233,10.0,10,2,0
8,1,1.0,1000.0,[8],1,12.828625991537233,9.811911192650662,10,0,2
9,1,1.0,1000.0,[9],2,12.828625991537233,10.0,10,0,0
10,1,1.0,1000.0,[10],1,12.828625991537233,9.87292616693337,10,0,2
11,1,1.0,1000.0,[11],2,12.828625991537233,9.86156678625122,10,0,2
12,1,1.0,1000.0,[12],0,12.828625991537233,5.40681430455808,10,1,1
13,1,1.0,1000.0,[13],0,12.828625991537233,2.6102927167051555,10,1,2
14,1,1.0,1000.0,[14],0,12.828625991537233,10.0,10,1,0
15,1,1.0,1000.0,[15],0,12.828625991537233,9.922124493339599,10,2,1
16,1,1.0,1000.0,[16],0,12.828625991537233,10.0,10,1,0
17,1,1.0,1000.0,[17],0,12.828625991537233,10.0,10,1,0
18,1,1.0,1000.0,[18],1,12.828625991537233,9.621619172451345,10,0,4
19,1,1.0,1000.0,[19],2,12.828625991537233,9.882370488369382,10,0,2
20,1,1.0,1000.0,[20],1,12.828625991537233,9.619267031677227,10,0,5
21,1,1.0,1000.0,[21],1,12.828625991537233,9.960079868965021,10,0,1
22,1,1.0,1000.0,[22],0,12.828625991537233,10.0,10,1,0
23,1,1.0,1000.0,[23],0,12.828625991537233,10.0,10,1,0
24,1,1.0,1000.0,[24],2,12.828625991537233,9.940427946820185,10,0,2
25,1,1.0,1000.0,[25],1,12.828625991537233,9.927804148906004,10,0,2
26,1,1.0,1000.0,[26],2,12.828625991537233,10.0,10,0,0
27,1,1.0,1000.0,[27],0,12.828625991537233,0.5821403695681119,10,0,3
28,1,1.0,1000.0,[28],2,12.828625991537233,9.842752930230487,10,0,1
29,1,1.0,1000.0,[29],0,12.828625991537233,10.0,10,1,0
30,1,1.0,1000.0,[30],0,12.828625991537233,2.2696210606101395,10,0,3
31,1,1.0,1000.0,[31],0,12.828625991537233,10.0,10,1,0
32,1,1.0,1000.0,[32],1,12.828625991537233,9.782607512734224,10,0,2
33,1,1.0,1000.0,[33],0,12.828625991537233,10.0,10,1,0
34,1,1.0,1000.0,[34],1,12.828625991537233,9.868039088027494,10,0,3
35,1,1.0,1000.0,[35],0,12.828625991537233,10.0,10,1,0
36,1,1.0,1000.0,[36],1,12.828625991537233,10.0,10,0,1
37,1,1.0,1000.0,[37],1,12.828625991537233,9.739205391927696,10,0,3
38,1,1.0,1000.0,[38],2,12.828625991537233,9.961406607257443,10,0,1
39,1,1.0,1000.0,[39],1,12.828625991537233,9.940214198978873,10,0,1
40,1,1.0,1000.0,[40],2,12.828625991537233,10.0,10,0,0
41,1,1.0,1000.0,[41],0,12.828625991537233,2.2073000105006693,10,0,2
42,1,1.0,1000.0,[42],2,12.828625991537233,10.0,10,0,0
43,1,1.0,1000.0,[43],2,12.828625991537233,10.0,10,0,0
44,1,1.0,1000.0,[44],1,12.828625991537233,9.719848754551332,10,0,4
45,1,1.0,1000.0,[45],1,12.828625991537233,10.0,10,0,1
46,1,1.0,1000.0,[46],1,12.828625991537233,9.717471495320419,10,0,3
47,1,1.0,1000.0,[47],1,12.828625991537233,9.789292711701945,10,0,3
48,1,1.0,1000.0,[48],1,12.828625991537233,9.82954073127734,10,0,4
49,1,1.0,1000.0,[49],1,12.828625991537233,9.889343281512744,10,0,2
50,1,1.0,1000.0,[50],0,12.828625991537233,7.7302135529046465,10,1,1
51,1,1.0,1000.0,[51],2,12.828625991537233,9.823070987761346,10,0,2
52,1,1.0,1000.0,[52],1,12.828625991537233,9.96014064928593,10,0,1
53,1,1.0,1000.0,[53],2,12.828625991537233,10.0,10,0,0
54,1,1.0,1000.0,[54],0,12.828625991537233,6.636315316868312,10,0,1
55,1,1.0,1000.0,[55],2,12.828625991537233,10.0,10,0,0
56,1,1.0,1000.0,[56],1,12.828625991537233,9.858077384329524,10,0,3
57,1,1.0,1000.0,[57],2,12.828625991537233,10.0,10,0,0
58,1,1.0,1000.0,[58],1,12.828625991537233,9.942473453325778,10,0,2
59,1,1.0,1000.0,[59],1,12.828625991537233,9.566747871612678,10,0,5
60,1,1.0,1000.0,[60],0,12.828625991537233,1.239053952487208,10,0,3
61,1,1.0,1000.0,[61],0,12.828625991537233,7.848715007194509,10,1,1
62,1,1.0,1000.0,[62],1,12.828625991537233,9.759548564411011,10,0,3
63,1,1.0,1000.0,[63],2,12.828625991537233,10.0,10,0,0
64,1,1.0,1000.0,[64],0,12.828625991537233,3.89391863192804,10,0,2
65,1,1.0,1000.0,[65],0,12.828625991537233,1.3848716962948788,10,1,2
66,1,1.0,1000.0,[66],0,12.828625991537233,9.94016320214003,10,0,2
67,1,1.0,1000.0,[67],1,12.828625991537233,9.895543571729881,10,0,3
68,1,1.0,1000.0,[68],2,12.828625991537233,9.861151171804853,10,0,1
69,1,1.0,1000.0,[69],0,12.828625991537233,10.0,10,1,0
70,1,1.0,1000.0,[70],0,12.828625991537233,4.38396886619106,10,2,1
71,1,1.0,1000.0,[71],0,12.828625991537233,8.646563655532065,10,0,1
72,1,1.0,1000.0,[72],0,12.828625991537233,10.0,10,0,0
73,1,1.0,1000.0,[73],0,12.828625991537233,5.068506375820111,10,0,3
74,1,1.0,1000.0,[74],0,12.828625991537233,10.0,10,1,0
75,1,1.0,1000.0,[75],0,12.828625991537233,5.267967798950433,10,1,1
76,1,1.0,1000.0,[76],1,12.828625991537233,9.877296953117384,10,0,3
77,1,1.0,1000.0,[77],2,12.828625991537233,10.0,10,0,0
78,1,1.0,1000.0,[78],1,12.828625991537233,9.92027944069944,10,0,1
79,1,1.0,1000.0,[79],2,12.828625991537233,9.92027944069944,10,0,1
80,1,1.0,1000.0,[80],1,12.828625991537233,9.870096418176079,10,0,3
81,1,1.0,1000.0,[81],0,12.828625991537233,3.877201259997811,10,1,1
82,1,1.0,1000.0,[82],1,12.828625991537233,9.667807147148586,10,0,5
83,1,1.0,1000.0,[83],0,12.828625991537233,2.9975036329889764,10,1,2
84,1,1.0,1000.0,[84],1,12.828625991537233,9.7034095433052,10,0,4
85,1,1.0,1000.0,[85],2,12.828625991537233,9.920947458670888,10,0,1
86,1,1.0,1000.0,[86],1,12.828625991537233,9.850136576437091,10,0,2
87,1,1.0,1000.0,[87],2,12.828625991537233,10.0,10,0,0
88,1,1.0,1000.0,[88],2,12.828625991537233,10.0,10,0,0
89,1,1.0,1000.0,[89],0,12.828625991537233,10.0,10,1,0
90,1,1.0,1000.0,[90],2,12.828625991537233,10.0,10,0,0
91,1,1.0,1000.0,[91],0,12.828625991537233,6.712333348977991,10,1,1
92,1,1.0,1000.0,[92],2,12.828625991537233,9.920692581689417,10,0,1
93,1,1.0,1000.0,[93],1,12.828625991537233,9.85179850305615,10,0,3
94,1,1.0,1000.0,[94],0,12.828625991537233,6.916348831648595,10,2,1
95,1,1.0,1000.0,[95],1,12.828625991537233,9.978254229918386,10,0,1
96,1,1.0,1000.0,[96],0,12.828625991537233,2.8145129715368555,10,1,3
97,1,1.0,1000.0,[97],1,12.828625991537233,9.731471553698364,10,0,4
98,1,1.0,1000.0,[98],0,12.828625991537233,10.0,10,0,0
99,1,1.0,1000.0,[99],2,12.828625991537233,9.861475645084987,10,0,1
