lbf,mlb,lbob,mlst,dtrange,pd,belong_to
1,3.2799999999999927,45.600522236238845,0.0,138.527266864,63.8735857819024,95.0
1,2.4099999999999984,60.58315664790625,0.0,175.589465854,61.71354411563762,5.0
1,3.399999999999992,46.41295807271107,0.0,113.575330482,58.71274088983289,57.0
1,0,61.602312257256315,0,199.084042211,88.88400611023745,
1,0,49.048961490784755,0,190.11030493,74.8124303278313,
1,4.869999999999995,52.21730286312042,6.927536040478097,227.263071759,94.22820857646194,5.0
1,4.869999999999995,24.786816871972686,4.325468618173016,201.541384949,94.22820857646194,6.0
1,3.0399999999999943,66.26821059105377,0.0,139.794795811,58.24763875051294,52.0
1,4.869999999999995,46.952134392887075,0.191768993158804,234.067692092,94.22820857646194,8.0
1,4.869999999999995,65.55281652132904,5.546401500127826,197.910107182,94.22820857646194,9.0
1,0,34.898913674602035,0,187.524703457,82.69233388054055,
1,4.869999999999995,43.616654675668,4.0395129848470255,209.91795366,94.22820857646194,11.0
1,2.5299999999999976,66.9939261295353,0.0,139.214091256,60.443457504417744,
1,3.969999999999988,57.261035510095454,0.0,112.567911225,71.8965976851716,67.0
1,3.249999999999993,38.21975176405416,0.0,132.427387978,62.08920353585758,52.0
1,1.2100000000000002,33.36639555797427,0.0,168.821363327,56.99991281906804,99.0
1,3.099999999999994,37.35085944351286,0.0,147.194546527,65.91064370940474,42.0
1,2.949999999999995,36.38648476066433,0.0,127.952226478,56.248593978628136,38.0
1,4.869999999999995,30.110265825274176,0.07536136652671506,267.927146597,94.22820857646194,18.0
1,4.869999999999995,50.65037622142053,5.599753538180525,288.266208012,94.22820857646194,19.0
1,0,31.58842906199052,0,203.160174362,86.79328255127515,
1,1.6900000000000006,52.408638398173714,0.0,195.994991417,74.20198376997389,88.0
1,2.469999999999998,45.57797550575301,0.0,198.98025208,62.09143960383508,82.0
1,3.4599999999999915,46.344624749980966,0.0,128.026604286,67.84260644196452,
1,4.869999999999995,30.56539629705328,5.161132614845819,189.062307133,94.22820857646194,24.0
1,4.869999999999995,52.136045341078486,2.883601474284624,276.968058225,94.22820857646194,25.0
1,4.869999999999995,48.925169767269736,9.498256934775712,293.152512778,94.22820857646194,26.0
1,3.66999999999999,41.51922567333648,0.0,84.4752737882,60.55302483531519,77.0
1,4.869999999999995,39.42177622932949,4.893399972720192,253.165782012,94.22820857646194,28.0
1,1.09,55.49030870144331,0.0,132.924412042,62.85170271618502,90.0
1,4.209999999999989,38.811079940536395,0.0,99.7213480203,78.072617439026,19.0
1,3.549999999999991,46.4146433408591,0.0,146.281199375,68.62746630206695,95.0
1,1.1500000000000001,38.421273457755106,0.0,175.998085915,67.64583245994451,99.0
1,3.1599999999999935,50.323246316073764,0.0,139.095627866,64.92006559537232,46.0
1,4.869999999999995,48.895273501269074,0.15046596145423013,210.287094635,94.22820857646194,34.0
1,3.1899999999999933,48.27511644745809,0.0,112.756737254,60.65588396228022,52.0
1,4.869999999999995,53.52581469998315,1.202809139157719,266.695660146,94.22820857646194,36.0
1,0,39.847193386110504,0,202.545509321,88.88400611023745,
1,4.869999999999995,47.55460485041181,8.061413411516387,211.893280652,94.22820857646194,38.0
1,1.03,57.5997693375566,0.0,193.375355674,92.29400977592462,95.0
1,4.869999999999995,55.03088046862212,7.436487034829129,191.380230228,94.22820857646194,40.0
1,1.6300000000000006,51.936505196851826,0.0,69.7854408392,51.74738913992107,42.0
1,4.869999999999995,64.34199196506837,8.582545254204943,327.041966816,94.22820857646194,42.0
1,4.869999999999995,32.55815068589989,7.202956248723995,208.677436807,94.22820857646194,43.0
1,0,46.33590104049483,0,218.215253596,91.00156248492975,
1,4.869999999999995,52.36697022994958,1.381987441159755,205.969674761,94.22820857646194,45.0
1,4.869999999999995,37.34614893253066,1.3953581782250473,237.544072694,94.22820857646194,46.0
1,4.869999999999995,32.70354658131099,1.4251768797554414,254.498683707,94.22820857646194,47.0
1,1.8100000000000007,46.61436503240799,0.0,168.061230166,67.04433017399708,26.0
1,0,53.27143250184547,0,308.159006861,89.93943019561735,
1,3.3399999999999923,30.986124583065287,0.0,115.384944339,62.753315725175014,99.0
1,4.869999999999995,65.42662977692689,1.8877084090257255,205.842029392,94.22820857646194,51.0
1,4.869999999999995,64.75025298153487,4.287487166296596,261.307790768,94.22820857646194,52.0
1,4.869999999999995,64.24999120445243,9.264880921910509,376.519892502,94.22820857646194,53.0
1,3.0399999999999943,33.20302228893231,0.0,101.161474354,56.15915125952815,26.0
1,4.869999999999995,29.744591388267168,6.6602474608021325,223.799707178,94.22820857646194,55.0
1,1.5100000000000005,43.68556580105306,0.0,194.009285611,80.48757085472576,24.0
1,4.869999999999995,51.85709508548249,3.227621403875586,212.463231392,94.22820857646194,57.0
1,4.869999999999995,52.78055258451822,0.6494844988220847,377.530930047,94.22820857646194,58.0
1,1.6000000000000005,28.86985765794004,0.0,181.094218396,77.71484656262604,40.0
1,2.919999999999995,51.70975392009282,0.0,55.9347248453,42.8858517450894,51.0
1,3.399999999999992,32.35799619294812,0.0,94.6210012103,58.71274088983289,11.0
1,4.869999999999995,51.42268886535712,1.2692298859420241,229.551600972,94.22820857646194,62.0
1,4.869999999999995,51.246984273895244,9.207510018396832,377.709225058,94.22820857646194,63.0
1,3.819999999999989,33.14319547665203,0.0,86.372370048,67.18073032062456,
1,3.3399999999999923,42.59945167508858,0.0,76.0639514026,62.60797130663752,
1,3.549999999999991,53.83787876049629,0.0,100.814029905,62.58113849090751,
1,4.869999999999995,57.745815598779856,1.4490252692481793,228.629198926,94.22820857646194,67.0
1,4.869999999999995,62.80732287451069,6.7944655514124,259.525681808,94.22820857646194,68.0
1,2.3799999999999986,39.3036631160259,0.0,212.085895042,64.8149704004298,
1,3.9399999999999884,33.458963424105626,0.0,110.125328611,73.42383211380397,46.0
1,2.9799999999999947,29.94174704527164,0.0,120.013735734,51.88826142250356,88.0
1,3.519999999999991,38.43441637754512,0.0,95.2209633234,68.35242994083447,95.0
1,4.089999999999988,35.49929206020359,0.0,84.7249413109,75.10982736883881,
1,3.519999999999991,47.25992263649224,0.0,149.348714026,65.85921414592221,47.0
1,3.849999999999989,43.96890598465489,0.0,96.0565602312,72.1157323469666,62.0
1,4.869999999999995,58.44788670835368,0.2931341534024639,203.987304897,94.22820857646194,76.0
1,4.869999999999995,41.38413775292097,6.613828694710453,221.543137801,94.22820857646194,77.0
1,0,41.60016818759335,0,223.043543575,85.75798307769276,
1,4.869999999999995,36.00531018951651,5.554513042854091,233.365646128,94.22820857646194,79.0
1,0,34.853582895228826,0,240.38979501,76.74215699241361,
1,2.7099999999999964,35.29853630059074,0.0,111.929285588,49.63654096916127,38.0
1,0,39.148016639347944,0,294.075807919,93.14595167535204,
1,1.3600000000000003,42.809296193724414,0.0,80.9534336842,67.71962270320202,
1,0,47.473123852091234,0,250.557577432,91.00156248492975,
1,4.869999999999995,43.44759051017835,6.076560438710288,197.755629597,94.22820857646194,85.0
1,4.869999999999995,47.48031716032873,0.9363408355386083,223.455649587,94.22820857646194,86.0
1,4.869999999999995,51.38505756560317,6.889615740989753,190.806728694,94.22820857646194,87.0
1,4.869999999999995,53.76484982635952,8.270683526866552,270.772203337,94.22820857646194,88.0
1,3.3399999999999923,38.33622245485908,0.0,167.785975632,66.43164754816216,
1,4.869999999999995,35.370315148434436,8.506555375829318,204.011977562,94.22820857646194,90.0
1,3.849999999999989,48.812937365993385,0.0,90.3343857109,70.82104898799422,
1,4.869999999999995,33.18517576283576,6.521971762639099,256.927165716,94.22820857646194,92.0
1,4.869999999999995,48.620672274453746,1.4365300703850994,203.065137843,94.22820857646194,93.0
1,0,39.27114328241182,0,176.748207387,68.26969542566694,
1,4.869999999999995,39.27220820596079,2.38101743505931,233.766375426,94.22820857646194,95.0
1,3.849999999999989,52.8566230210472,0.0,80.623930496,68.03490828802948,28.0
1,0,35.67722968758919,0,231.383449663,76.74215699241361,
1,3.0099999999999945,47.220204725857926,0.0,111.875432006,61.48770124991015,68.0
