lbf,mlb,lbob,mlst,dtrange,pd,belong_to
1,4.119999999999989,44.200522236238925,0.0,138.527266864,86.94533517374518,
1,3.249999999999993,59.18315664790633,0.0,175.589465854,79.33823191429094,5.0
1,4.2399999999999896,45.01295807271115,0.0,113.575330482,82.53580912211558,57.0
1,0,61.602312257256315,0,199.084042211,88.88400611023745,
1,0,49.048961490784755,0,190.11030493,74.8124303278313,
1,5.710000000000002,50.8173028631205,6.865970900813299,263.216127183,127.25493260413381,5.0
1,5.710000000000002,23.386816871972666,3.906750916034567,238.138665823,127.25493260413381,6.0
1,3.879999999999989,64.86821059105385,0.0,139.794795811,79.81675046147586,52.0
1,1.2100000000000002,46.4521343928871,0.0,235.183484599,99.22134837021898,93.0
1,5.710000000000002,64.15281652132911,5.472814570563984,221.581498238,127.25493260413381,9.0
1,0,34.898913674602035,0,187.524703457,82.69233388054055,
1,5.710000000000002,42.21665467566808,3.982100623667691,248.319848416,127.25493260413381,11.0
1,1.6600000000000006,65.59392612953538,0.0,139.214091256,70.40737641215681,43.0
1,4.809999999999994,55.86103551009553,0.0,112.567911225,99.28843040954396,
1,4.089999999999988,36.81975176405424,0.0,132.427387978,84.97312321759037,52.0
1,2.0500000000000007,31.966395557974348,0.0,168.821363327,67.11141221332208,99.0
1,3.9399999999999884,35.95085944351294,0.0,147.194546527,87.85541484058761,42.0
1,3.7899999999999894,34.98648476066441,0.0,127.952226478,77.25421655926111,38.0
1,0,30.110265825274176,0,267.927146597,94.22820857646194,
1,5.710000000000002,49.25037622142061,5.570266777452384,338.348817557,127.25493260413381,19.0
1,1.4500000000000004,30.83842906199051,0.0,203.160174362,90.85174593043727,99.0
1,2.5299999999999976,51.008638398173794,0.0,195.994991417,87.31875852598765,88.0
1,3.3099999999999925,44.17797550575309,0.0,198.98025208,80.09178682270836,
1,1.5100000000000005,44.944624749981045,0.0,128.026604286,81.43566367718572,85.0
1,5.710000000000002,29.16539629705326,5.101194549443988,208.696485514,127.25493260413381,24.0
1,5.710000000000002,50.736045341078565,1.6963242077271898,321.355828153,127.25493260413381,25.0
1,5.710000000000002,47.525169767269816,9.437380392529544,334.065265558,127.25493260413381,26.0
1,4.509999999999992,40.11922567333656,0.0,84.4752737882,86.06656045858773,77.0
1,5.710000000000002,38.02177622932957,4.5957150868476,279.045707774,127.25493260413381,28.0
1,1.9300000000000008,54.09030870144339,0.0,132.924412042,72.21188326999913,90.0
1,5.049999999999996,37.411079940536474,0.0,99.7213480203,106.96708784427824,19.0
1,4.389999999999991,45.01464334085918,0.0,146.281199375,93.38968308489954,
1,1.9900000000000009,37.021273457755186,0.0,175.998085915,77.3816724339786,99.0
1,3.999999999999988,48.92324631607384,0.0,139.095627866,87.24049614677516,
1,1.7200000000000006,47.59527350126915,0.0,210.670503579,103.63087442184856,52.0
1,4.029999999999988,46.87511644745817,0.0,112.756737254,83.16414422379304,52.0
1,1.1500000000000001,52.17581469998323,0.0,283.853619584,120.92015202387692,77.0
1,0,39.847193386110504,0,202.545509321,88.88400611023745,
1,5.710000000000002,46.15460485041189,8.058981738316866,233.074967012,127.25493260413381,38.0
1,1.8700000000000008,56.19976933755668,0.0,193.375355674,101.27853090951878,
1,5.710000000000002,53.6308804686222,7.3129611618031,209.029305141,127.25493260413381,40.0
1,2.469999999999998,50.536505196851905,0.0,69.7854408392,64.48850447571486,42.0
1,5.710000000000002,62.94199196506845,8.582491274242866,377.626621032,127.25493260413381,42.0
1,5.710000000000002,31.15815068589991,7.181975870816153,229.384094385,127.25493260413381,43.0
1,0,46.33590104049483,0,218.215253596,91.00156248492975,
1,0,51.86697022994961,0,212.580281714,105.41972880384837,
1,0,36.5961489325307,0,248.611289882,111.26704656501033,
1,0,31.903546581311026,0,270.823392683,112.45663472904022,
1,2.649999999999997,45.21436503240807,0.0,168.061230166,80.91242377045077,26.0
1,1.3900000000000003,52.621432501845504,0.0,308.159006861,93.36955847310203,79.0
1,4.179999999999989,29.586124583065267,0.0,115.384944339,86.20072453723775,99.0
1,5.710000000000002,64.02662977692697,1.4963633315957892,239.243345132,127.25493260413381,51.0
1,5.710000000000002,63.35025298153495,3.2833503762644285,302.945399861,127.25493260413381,52.0
1,5.710000000000002,62.84999120445251,9.205544665629713,428.444084951,127.25493260413381,53.0
