name,mlb,btTch,dfTch,ocl,attr,pd,mlst,know_num,allies_num,enemies_num
0,0,1.0,1000.0,,0,0.0,0.0,0,0,0
1,0,1.0,1000.0,,0,0.0,0.0,0,0,0
2,0,1.0,1000.0,,0,0.0,0.0,0,0,0
3,0,1.0,1000.0,,0,0.0,0.0,0,0,0
4,0,1.0,1000.0,,1,0.0,0.0,0,0,0
5,1,1.0,1000.0,[5],2,332.5371532785023,6.865970900813299,278,0,0
6,1,1.0,1000.0,[6],2,332.5371532785023,3.6697762343093934,278,0,0
7,0,1.0,1000.0,,0,0.0,0.0,0,0,0
8,0,1.0,1000.0,,1,0.0,0.0,0,0,0
9,1,1.0,1000.0,[9],2,332.5371532785023,5.472814570563984,278,0,0
10,0,1.0,1000.0,,1,0.0,0.0,0,0,0
11,1,1.0,1000.0,[11],2,332.5371532785023,3.982100623667691,278,0,0
12,0,1.0,1000.0,,0,0.0,0.0,0,0,0
13,0,1.0,1000.0,,0,0.0,0.0,0,0,0
14,0,1.0,1000.0,,0,0.0,0.0,0,0,0
15,0,1.0,1000.0,,0,0.0,0.0,0,0,0
16,0,1.0,1000.0,,0,0.0,0.0,0,0,0
17,0,1.0,1000.0,,0,0.0,0.0,0,0,0
18,0,1.0,1000.0,,1,0.0,0.0,0,0,0
19,1,1.0,1000.0,[19],2,332.5371532785023,5.570266777452384,278,0,0
20,0,1.0,1000.0,,1,0.0,0.0,0,0,0
21,0,1.0,1000.0,,1,0.0,0.0,0,0,0
22,0,1.0,1000.0,,0,0.0,0.0,0,0,0
23,0,1.0,1000.0,,0,0.0,0.0,0,0,0
24,1,1.0,1000.0,[24],2,332.5371532785023,5.101194549443988,278,0,0
25,0,1.0,1000.0,,1,0.0,0.0,0,0,0
26,1,1.0,1000.0,[26],2,332.5371532785023,9.437380392529544,278,0,0
27,0,1.0,1000.0,,0,0.0,0.0,0,0,0
28,1,1.0,1000.0,[28],2,332.5371532785023,4.3590159245128115,278,0,0
29,0,1.0,1000.0,,0,0.0,0.0,0,0,0
30,0,1.0,1000.0,,0,0.0,0.0,0,0,0
31,0,1.0,1000.0,,0,0.0,0.0,0,0,0
32,0,1.0,1000.0,,1,0.0,0.0,0,0,0
33,0,1.0,1000.0,,0,0.0,0.0,0,0,0
34,0,1.0,1000.0,,1,0.0,0.0,0,0,0
35,0,1.0,1000.0,,0,0.0,0.0,0,0,0
36,0,1.0,1000.0,,1,0.0,0.0,0,0,0
37,0,1.0,1000.0,,1,0.0,0.0,0,0,0
38,1,1.0,1000.0,[38],2,332.5371532785023,8.058393683200375,278,0,0
39,0,1.0,1000.0,,1,0.0,0.0,0,0,0
40,1,1.0,1000.0,[40],2,332.5371532785023,7.3129611618031,278,0,0
