name,mlb,btTch,dfTch,ocl,attr,pd,mlst,know_num,allies_num,enemies_num
0,0,1.0,1000.0,,0,0.0,0.0,0,0,0
1,1,1.0,1000.0,[1],0,28.845580914368227,2.9282389411713465,48,2,1
2,0,1.0,1000.0,,0,0.0,0.0,0,0,0
3,1,1.0,1000.0,[3],0,28.845580914368227,3.970597738516983,48,3,1
4,1,1.0,1000.0,[4],1,28.845580914368227,7.139728451003361,48,0,8
5,1,1.0,1000.0,[5],2,28.845580914368227,8.798931597143964,48,0,3
6,1,1.0,1000.0,[6],2,28.845580914368227,8.720164388087117,48,0,5
7,0,1.0,1000.0,,0,0.0,0.0,0,0,0
8,1,1.0,1000.0,[8],1,28.845580914368227,6.913770591899695,48,0,7
9,1,1.0,1000.0,[9],2,28.845580914368227,8.205648560500498,48,0,3
10,1,1.0,1000.0,[10],1,28.845580914368227,6.757363297063647,48,0,8
11,1,1.0,1000.0,[11],2,28.845580914368227,7.648187553174472,48,0,6
12,1,1.0,1000.0,[12],0,28.845580914368227,0.6565102606655181,48,6,2
13,0,1.0,1000.0,,0,0.0,0.0,0,0,0
14,0,1.0,1000.0,,0,0.0,0.0,0,0,0
15,1,1.0,1000.0,[15],0,28.845580914368227,3.961531982920526,48,4,1
16,1,1.0,1000.0,[16],0,28.845580914368227,0.9771520712910506,48,4,2
17,0,1.0,1000.0,,0,0.0,0.0,0,0,0
18,1,1.0,1000.0,[18],1,28.845580914368227,7.301806953270735,48,0,5
19,1,1.0,1000.0,[19],2,28.845580914368227,7.602365384058826,48,0,4
20,1,1.0,1000.0,[20],1,28.845580914368227,6.544185022561735,48,0,7
21,1,1.0,1000.0,[21],1,28.845580914368227,7.808472620916951,48,0,7
22,1,1.0,1000.0,[22],0,28.845580914368227,2.790758137711075,48,1,3
23,0,1.0,1000.0,,0,0.0,0.0,0,0,0
24,1,1.0,1000.0,[24],2,28.845580914368227,8.250300958777517,48,0,5
25,1,1.0,1000.0,[25],1,28.845580914368227,8.03461293738765,48,0,4
26,1,1.0,1000.0,[26],2,28.845580914368227,10.0,48,0,0
27,0,1.0,1000.0,,0,0.0,0.0,0,0,0
28,1,1.0,1000.0,[28],2,28.845580914368227,7.847772015119145,48,0,4
29,1,1.0,1000.0,[29],0,28.845580914368227,0.9783053871388673,48,2,4
30,0,1.0,1000.0,,0,0.0,0.0,0,0,0
31,0,1.0,1000.0,,0,0.0,0.0,0,0,0
32,1,1.0,1000.0,[32],1,28.845580914368227,6.725705985110755,48,0,9
33,1,1.0,1000.0,[33],0,28.845580914368227,0.4338618141970678,48,2,3
34,1,1.0,1000.0,[34],1,28.845580914368227,7.6199392949610605,48,0,7
35,0,1.0,1000.0,,0,0.0,0.0,0,0,0
36,1,1.0,1000.0,[36],1,28.845580914368227,7.67846532784146,48,0,6
37,1,1.0,1000.0,[37],1,28.845580914368227,7.93294511358766,48,0,6
38,1,1.0,1000.0,[38],2,28.845580914368227,9.32497272362012,48,0,2
39,1,1.0,1000.0,[39],1,28.845580914368227,7.614074606585581,48,0,5
40,1,1.0,1000.0,[40],2,28.845580914368227,9.893885573078553,48,0,1
41,0,1.0,1000.0,,0,0.0,0.0,0,0,0
42,1,1.0,1000.0,[42],2,28.845580914368227,9.947600228801132,48,0,1
43,1,1.0,1000.0,[43],2,28.845580914368227,9.472995581466119,48,0,1
44,1,1.0,1000.0,[44],1,28.845580914368227,6.782350633978944,48,0,6
45,1,1.0,1000.0,[45],1,28.845580914368227,7.914527858419508,48,0,5
46,1,1.0,1000.0,[46],1,28.845580914368227,7.8533018512449155,48,0,8
47,1,1.0,1000.0,[47],1,28.845580914368227,7.662142465008188,48,0,5
48,1,1.0,1000.0,[48],1,28.845580914368227,6.463598846760674,48,0,8
49,1,1.0,1000.0,[49],1,28.845580914368227,7.6305427817082325,48,0,5
50,0,1.0,1000.0,,0,0.0,0.0,0,0,0
51,1,1.0,1000.0,[51],2,28.845580914368227,6.203177346238142,48,0,8
52,1,1.0,1000.0,[52],1,28.845580914368227,8.624891366405675,48,0,3
53,1,1.0,1000.0,[53],2,28.845580914368227,10.0,48,0,0
54,0,1.0,1000.0,,0,0.0,0.0,0,0,0
55,1,1.0,1000.0,[55],2,28.845580914368227,10.0,48,0,1
56,1,1.0,1000.0,[56],1,28.845580914368227,7.793281685824817,48,0,9
57,1,1.0,1000.0,[57],2,28.845580914368227,8.345567617198872,48,0,7
58,1,1.0,1000.0,[58],1,28.845580914368227,7.316988651673317,48,0,8
59,1,1.0,1000.0,[59],1,28.845580914368227,6.106978780822678,48,0,10
60,0,1.0,1000.0,,0,0.0,0.0,0,0,0
61,0,1.0,1000.0,,0,0.0,0.0,0,0,0
62,1,1.0,1000.0,[62],1,28.845580914368227,7.9848353689142515,48,0,5
63,1,1.0,1000.0,[63],2,28.845580914368227,10.0,48,0,0
64,0,1.0,1000.0,,0,0.0,0.0,0,0,0
65,0,1.0,1000.0,,0,0.0,0.0,0,0,0
66,0,1.0,1000.0,,0,0.0,0.0,0,0,0
67,1,1.0,1000.0,[67],1,28.845580914368227,7.7070437787145964,48,0,3
68,1,1.0,1000.0,[68],2,28.845580914368227,9.1967538676775,48,0,1
69,1,1.0,1000.0,[69],0,28.845580914368227,3.826804814564446,48,1,3
70,0,1.0,1000.0,,0,0.0,0.0,0,0,0
71,0,1.0,1000.0,,0,0.0,0.0,0,0,0
72,0,1.0,1000.0,,0,0.0,0.0,0,0,0
73,0,1.0,1000.0,,0,0.0,0.0,0,0,0
74,0,1.0,1000.0,,0,0.0,0.0,0,0,0
75,0,1.0,1000.0,,0,0.0,0.0,0,0,0
76,1,1.0,1000.0,[76],1,28.845580914368227,6.983884137197001,48,0,6
77,1,1.0,1000.0,[77],2,28.845580914368227,9.471675306960542,48,0,5
78,1,1.0,1000.0,[78],1,28.845580914368227,8.006599983997726,48,0,6
79,1,1.0,1000.0,[79],2,28.845580914368227,8.180454472560848,48,0,4
