name,mlb,btTch,dfTch,ocl,attr,pd,mlst,know_num,allies_num,enemies_num
0,1,1.0,1000.0,[0],0,18.391963119556713,6.136378925700539,26,2,1
1,1,1.0,1000.0,[1],0,18.391963119556713,10.0,26,2,0
2,1,1.0,1000.0,[2],0,18.391963119556713,0.12343691521560227,26,0,2
3,1,1.0,1000.0,[3],0,18.391963119556713,4.945559334135522,26,3,1
4,1,1.0,1000.0,[4],1,18.391963119556713,8.915896726147286,26,0,8
5,1,1.0,1000.0,[5],2,18.391963119556713,9.577332506164026,26,0,2
6,1,1.0,1000.0,[6],2,18.391963119556713,9.698984928164018,26,0,2
7,1,1.0,1000.0,[7],0,18.391963119556713,10.0,26,2,0
8,1,1.0,1000.0,[8],1,18.391963119556713,8.87300201402225,26,0,5
9,1,1.0,1000.0,[9],2,18.391963119556713,9.299779197664913,26,0,3
10,1,1.0,1000.0,[10],1,18.391963119556713,8.950634259746595,26,0,4
11,1,1.0,1000.0,[11],2,18.391963119556713,9.283281829365722,26,0,2
12,1,1.0,1000.0,[12],0,18.391963119556713,2.9482821520372218,26,2,2
13,0,1.0,1000.0,,0,0.0,0.0,0,0,0
14,1,1.0,1000.0,[14],0,18.391963119556713,9.885204982695837,26,2,1
15,1,1.0,1000.0,[15],0,18.391963119556713,8.471409849686461,26,3,1
16,1,1.0,1000.0,[16],0,18.391963119556713,7.3249544277916065,26,4,1
17,1,1.0,1000.0,[17],0,18.391963119556713,4.860015994666591,26,1,2
18,1,1.0,1000.0,[18],1,18.391963119556713,8.787053803803357,26,0,3
19,1,1.0,1000.0,[19],2,18.391963119556713,8.951223622513398,26,0,4
20,1,1.0,1000.0,[20],1,18.391963119556713,8.401854812447974,26,0,5
21,1,1.0,1000.0,[21],1,18.391963119556713,9.560026594131292,26,0,4
22,1,1.0,1000.0,[22],0,18.391963119556713,5.657719598714537,26,1,2
23,1,1.0,1000.0,[23],0,18.391963119556713,1.04223373250934,26,3,1
24,1,1.0,1000.0,[24],2,18.391963119556713,9.337657717518226,26,0,2
25,1,1.0,1000.0,[25],1,18.391963119556713,9.489586553864253,26,0,4
26,1,1.0,1000.0,[26],2,18.391963119556713,10.0,26,0,0
27,0,1.0,1000.0,,0,0.0,0.0,0,0,0
28,1,1.0,1000.0,[28],2,18.391963119556713,9.204490515969297,26,0,3
29,1,1.0,1000.0,[29],0,18.391963119556713,10.0,26,1,0
30,0,1.0,1000.0,,0,0.0,0.0,0,0,0
31,1,1.0,1000.0,[31],0,18.391963119556713,2.03316318948498,26,2,1
32,1,1.0,1000.0,[32],1,18.391963119556713,8.963255524406676,26,0,5
33,1,1.0,1000.0,[33],0,18.391963119556713,10.0,26,1,0
34,1,1.0,1000.0,[34],1,18.391963119556713,9.281148479330758,26,0,2
35,1,1.0,1000.0,[35],0,18.391963119556713,5.111693870192676,26,2,2
36,1,1.0,1000.0,[36],1,18.391963119556713,9.261411332248473,26,0,3
37,1,1.0,1000.0,[37],1,18.391963119556713,9.063966663251449,26,0,5
38,1,1.0,1000.0,[38],2,18.391963119556713,9.675136042281656,26,0,1
39,1,1.0,1000.0,[39],1,18.391963119556713,8.954329738036314,26,0,4
40,1,1.0,1000.0,[40],2,18.391963119556713,10.0,26,0,0
41,0,1.0,1000.0,,0,0.0,0.0,0,0,0
42,1,1.0,1000.0,[42],2,18.391963119556713,10.0,26,0,0
43,1,1.0,1000.0,[43],2,18.391963119556713,9.814996789133051,26,0,1
