lbf,mlb,lbob,mlst,dtrange,pd,belong_to
1,3.1599999999999935,38.70052223623924,0.0,138.527266864,159.91494148349574,9.0
1,6.550000000000009,53.68315664790664,0.0,175.589465854,199.49334468524205,5.0
1,7.540000000000017,39.51295807271146,0.0,113.575330482,227.0417021680396,57.0
1,3.4599999999999915,57.50231225725655,0.0,199.084042211,129.4977087855661,24.0
1,3.819999999999989,44.34896149078502,0.0,190.11030493,125.153028705284,43.0
1,9.01,45.317302863120815,6.865970900813299,377.176318819,307.9180448462296,5.0
1,9.01,17.886816871972588,3.6697762343093934,373.512653154,307.9180448462296,6.0
1,2.5299999999999976,59.368210591054165,0.0,139.794795811,162.43946223009303,57.0
1,3.6099999999999905,40.952134392887416,0.0,235.183484599,151.69068346225149,19.0
1,9.01,58.65281652132943,5.472814570563984,299.134819549,307.9180448462296,9.0
1,4.149999999999989,29.648913674602163,0.0,187.524703457,142.7978411157348,38.0
1,9.01,36.716654675668394,3.982100623667691,379.975732286,307.9180448462296,11.0
1,4.9599999999999955,60.09392612953569,0.0,139.214091256,151.45366025663654,43.0
1,2.8299999999999956,50.361035510095846,0.0,112.567911225,185.79519225507832,92.0
1,7.390000000000016,31.3197517640545,0.0,132.427387978,225.7895041006397,
1,5.349999999999999,26.46639555797427,0.0,168.821363327,157.7504276812759,99.0
1,7.240000000000014,30.450859443513142,0.0,147.194546527,224.98228356076223,42.0
1,7.090000000000013,29.486484760664542,0.0,127.952226478,210.69157311656107,38.0
1,3.369999999999992,26.16026582527412,0.0,267.927146597,132.56112191474082,88.0
1,9.01,43.75037622142092,5.570266777452384,462.15647153,307.9180448462296,19.0
1,4.749999999999994,25.338429061990432,0.0,203.160174362,166.73271274689253,99.0
1,5.830000000000003,45.50863839817411,0.0,195.994991417,189.76421291514038,88.0
1,6.610000000000009,38.6779755057534,0.0,198.98025208,201.72270445880935,
1,4.809999999999994,39.44462474998136,0.0,128.026604286,158.79243535879078,85.0
1,9.01,23.66539629705318,5.101194549443988,292.20801729,307.9180448462296,24.0
1,0,49.58604534107863,0,343.820647908,158.31838894756092,
1,9.01,42.02516976727013,9.437380392529544,477.167132438,307.9180448462296,26.0
1,7.810000000000019,34.61922567333687,0.0,84.4752737882,237.21357539768616,77.0
1,9.01,32.52177622932988,4.3590159245128115,387.857768235,307.9180448462296,28.0
1,5.229999999999998,48.5903087014437,0.0,132.924412042,159.8992890076532,90.0
1,8.350000000000014,31.91107994053678,0.0,99.7213480203,271.3963465697255,19.0
1,2.499999999999998,39.51464334085949,0.0,146.281199375,183.55912427757855,24.0
1,5.289999999999998,31.521273457755463,0.0,175.998085915,166.54488303678255,99.0
1,3.4599999999999915,43.423246316074156,0.0,139.095627866,155.43386125658614,90.0
1,5.019999999999996,42.09527350126946,0.0,210.670503579,186.15296313147815,
1,1.4200000000000004,41.37511644745848,0.0,112.756737254,204.00349379585919,28.0
1,4.449999999999991,46.67581469998354,0.0,283.853619584,189.42209451458285,77.0
1,4.2399999999999896,34.44719338611081,0.0,202.545509321,151.79354258921646,51.0
1,9.01,40.654604850412206,8.058393683200375,300.900236308,307.9180448462296,38.0
1,2.919999999999995,50.699769337556994,0.0,193.375355674,155.2907529060262,24.0
1,9.01,48.130880468622514,7.3129611618031,280.462683235,307.9180448462296,40.0
1,5.770000000000002,45.03650519685222,0.0,69.7854408392,165.45815399971775,42.0
1,9.01,57.441991965068766,8.530707535578296,525.481357598,307.9180448462296,42.0
1,9.01,25.65815068589983,7.181975870816153,297.474189542,307.9180448462296,43.0
1,2.619999999999997,43.635901040494986,0.0,218.215253596,112.67576939083521,19.0
1,4.119999999999989,46.666970229949904,0.0,212.580281714,164.60397603231272,5.0
1,3.099999999999994,33.0961489325309,0.0,248.611289882,143.1198349044948,55.0
1,3.4899999999999913,27.753546581310967,0.0,270.823392683,153.8440169245838,87.0
