name,mlb,btTch,dfTch,ocl,attr,pd,mlst,know_num,allies_num,enemies_num
0,1,1.0,1000.0,[0],0,20.482686678519016,1.8035666537793973,31,2,2
1,1,1.0,1000.0,[1],0,20.482686678519016,10.0,31,2,0
2,0,1.0,1000.0,,0,0.0,0.0,0,0,0
3,1,1.0,1000.0,[3],0,20.482686678519016,4.208902387230871,31,3,1
4,1,1.0,1000.0,[4],1,20.482686678519016,8.568959314034776,31,0,7
5,1,1.0,1000.0,[5],2,20.482686678519016,9.414413611305342,31,0,2
6,1,1.0,1000.0,[6],2,20.482686678519016,9.527237901621046,31,0,2
7,1,1.0,1000.0,[7],0,20.482686678519016,4.875410444792046,31,2,1
8,1,1.0,1000.0,[8],1,20.482686678519016,8.441499716407549,31,0,5
9,1,1.0,1000.0,[9],2,20.482686678519016,9.03696055051556,31,0,3
10,1,1.0,1000.0,[10],1,20.482686678519016,8.58875376610115,31,0,5
11,1,1.0,1000.0,[11],2,20.482686678519016,9.031660385834972,31,0,4
12,1,1.0,1000.0,[12],0,20.482686678519016,2.778255173083525,31,5,2
13,0,1.0,1000.0,,0,0.0,0.0,0,0,0
14,1,1.0,1000.0,[14],0,20.482686678519016,3.6396687178820413,31,2,2
15,1,1.0,1000.0,[15],0,20.482686678519016,6.9464843428826075,31,4,1
16,1,1.0,1000.0,[16],0,20.482686678519016,4.456552061392309,31,4,1
17,1,1.0,1000.0,[17],0,20.482686678519016,2.471207270756657,31,2,2
18,1,1.0,1000.0,[18],1,20.482686678519016,8.51406049220224,31,0,3
19,1,1.0,1000.0,[19],2,20.482686678519016,8.6129895623993,31,0,4
20,1,1.0,1000.0,[20],1,20.482686678519016,8.068162200341021,31,0,4
21,1,1.0,1000.0,[21],1,20.482686678519016,9.306182411310054,31,0,4
22,1,1.0,1000.0,[22],0,20.482686678519016,5.485914760736766,31,1,2
23,1,1.0,1000.0,[23],0,20.482686678519016,0.5562958212151696,31,4,1
24,1,1.0,1000.0,[24],2,20.482686678519016,9.157817607516515,31,0,2
25,1,1.0,1000.0,[25],1,20.482686678519016,9.21034568681166,31,0,3
26,1,1.0,1000.0,[26],2,20.482686678519016,10.0,31,0,0
27,0,1.0,1000.0,,0,0.0,0.0,0,0,0
28,1,1.0,1000.0,[28],2,20.482686678519016,8.935993417563461,31,0,3
29,1,1.0,1000.0,[29],0,20.482686678519016,5.175834466341494,31,1,1
30,0,1.0,1000.0,,0,0.0,0.0,0,0,0
31,1,1.0,1000.0,[31],0,20.482686678519016,0.6247086296502544,31,2,1
32,1,1.0,1000.0,[32],1,20.482686678519016,8.57549632515619,31,0,6
33,1,1.0,1000.0,[33],0,20.482686678519016,10.0,31,1,0
34,1,1.0,1000.0,[34],1,20.482686678519016,9.01534716454097,31,0,4
35,1,1.0,1000.0,[35],0,20.482686678519016,3.6796267703241186,31,2,4
36,1,1.0,1000.0,[36],1,20.482686678519016,8.940258003634414,31,0,6
37,1,1.0,1000.0,[37],1,20.482686678519016,8.868323889162843,31,0,5
38,1,1.0,1000.0,[38],2,20.482686678519016,9.59488132277121,31,0,1
39,1,1.0,1000.0,[39],1,20.482686678519016,8.635881106976905,31,0,5
40,1,1.0,1000.0,[40],2,20.482686678519016,10.0,31,0,0
41,0,1.0,1000.0,,0,0.0,0.0,0,0,0
42,1,1.0,1000.0,[42],2,20.482686678519016,10.0,31,0,0
43,1,1.0,1000.0,[43],2,20.482686678519016,9.735795608506102,31,0,1
44,1,1.0,1000.0,[44],1,20.482686678519016,8.082955989860242,31,0,5
45,1,1.0,1000.0,[45],1,20.482686678519016,9.015328263979933,31,0,4
46,1,1.0,1000.0,[46],1,20.482686678519016,9.059257102356607,31,0,4
47,1,1.0,1000.0,[47],1,20.482686678519016,8.608373167785574,31,0,4
48,1,1.0,1000.0,[48],1,20.482686678519016,8.145097762201438,31,0,6
49,1,1.0,1000.0,[49],1,20.482686678519016,9.027901368166704,31,0,4
50,1,1.0,1000.0,[50],0,20.482686678519016,1.4007177992598576,31,2,2
51,1,1.0,1000.0,[51],2,20.482686678519016,8.096947462070148,31,0,6
52,1,1.0,1000.0,[52],1,20.482686678519016,9.197248363312436,31,0,3
53,1,1.0,1000.0,[53],2,20.482686678519016,10.0,31,0,0
54,1,1.0,1000.0,[54],0,20.482686678519016,0.8425244225672097,31,3,3
55,1,1.0,1000.0,[55],2,20.482686678519016,10.0,31,0,0
56,1,1.0,1000.0,[56],1,20.482686678519016,9.175995177056755,31,0,5
57,1,1.0,1000.0,[57],2,20.482686678519016,9.800633687205249,31,0,4
58,1,1.0,1000.0,[58],1,20.482686678519016,8.741149239807816,31,0,5
59,1,1.0,1000.0,[59],1,20.482686678519016,7.773866630480344,31,0,7
60,0,1.0,1000.0,,0,0.0,0.0,0,0,0
