lbf,mlb,lbob,mlst,dtrange,pd,belong_to
1,2.3499999999999988,40.05052223623916,0.0,138.527266864,143.3725105859523,9.0
1,5.740000000000002,55.033156647906566,0.0,175.589465854,162.484183589643,5.0
1,6.73000000000001,40.862958072711386,0.0,113.575330482,184.05553136858353,57.0
1,2.649999999999997,58.85231225725647,0.0,199.084042211,111.14406282624786,24.0
1,3.0099999999999945,45.698961490784946,0.0,190.11030493,104.62592467183599,43.0
1,8.200000000000017,46.66730286312074,6.865970900813299,342.814322883,256.05692024407693,5.0
1,8.200000000000017,19.236816871972607,3.6697762343093934,330.407225704,256.05692024407693,6.0
1,1.7200000000000006,60.71821059105409,0.0,139.794795811,149.7005829622767,57.0
1,2.799999999999996,42.30213439288734,0.0,235.183484599,132.43142997204583,19.0
1,8.200000000000017,60.00281652132935,5.472814570563984,276.598401077,256.05692024407693,9.0
1,3.3399999999999923,30.998913674602182,0.0,187.524703457,120.27840051433448,38.0
1,8.200000000000017,38.06665467566832,3.982100623667691,348.759221131,256.05692024407693,11.0
1,4.149999999999989,61.44392612953561,0.0,139.214091256,124.04393898844415,43.0
1,2.020000000000001,51.71103551009577,0.0,112.567911225,171.24509792548722,92.0
1,6.580000000000009,32.669751764054475,0.0,132.427387978,183.70894083207108,
1,4.539999999999992,27.81639555797429,0.0,168.821363327,127.98612683277625,99.0
1,6.430000000000008,31.80085944351316,0.0,147.194546527,183.80732782308104,42.0
1,6.2800000000000065,30.83648476066456,0.0,127.952226478,170.4222249097673,38.0
1,2.5599999999999974,27.51026582527414,0.0,267.927146597,114.75084047395501,88.0
1,8.200000000000017,45.100376221420845,5.570266777452384,441.202227517,256.05692024407693,19.0
1,3.9399999999999884,26.68842906199045,0.0,203.160174362,140.59084202194254,99.0
1,5.019999999999996,46.85863839817403,0.0,195.994991417,157.10196796780096,88.0
1,5.8000000000000025,40.027975505753325,0.0,198.98025208,164.35130035085533,
1,3.999999999999988,40.79462474998128,0.0,128.026604286,132.28832162148584,85.0
1,8.200000000000017,25.0153962970532,5.101194549443988,268.800865188,256.05692024407693,24.0
1,0,49.58604534107863,0,343.820647908,158.31838894756092,
1,8.200000000000017,43.37516976727005,9.437380392529544,450.800197236,256.05692024407693,26.0
