lbf,mlb,lbob,mlst,dtrange,pd,belong_to
1,1.09,42.15052223623904,0.0,138.527266864,127.36002779907632,9.0
1,4.4799999999999915,57.133156647906446,0.0,175.589465854,114.63456493912503,5.0
1,5.47,42.96295807271127,0.0,113.575330482,126.90834206762136,57.0
1,1.3900000000000003,60.95231225725635,0.0,199.084042211,92.31413438772213,24.0
1,1.7500000000000007,47.798961490784826,0.0,190.11030493,82.41506145133059,43.0
1,6.940000000000012,48.76730286312062,6.865970900813299,304.411809804,185.10424725003094,5.0
1,6.940000000000012,21.336816871972637,3.6789392802548244,289.849317364,185.10424725003094,6.0
1,5.109999999999997,62.81821059105397,0.0,139.794795811,120.88884707219192,52.0
1,1.5400000000000005,44.40213439288722,0.0,235.183484599,112.19277870769525,19.0
1,6.940000000000012,62.10281652132923,5.472814570563984,251.670554429,185.10424725003094,9.0
1,2.0800000000000005,33.09891367460214,0.0,187.524703457,94.9683470770144,38.0
1,6.940000000000012,40.1666546756682,3.982100623667691,307.921003314,185.10424725003094,11.0
1,2.8899999999999952,63.54392612953549,0.0,139.214091256,91.12678229166983,43.0
1,6.0400000000000045,53.81103551009565,0.0,112.567911225,148.8866542184668,
1,5.3199999999999985,34.769751764054355,0.0,132.427387978,127.97047435693376,52.0
1,3.2799999999999927,29.91639555797432,0.0,168.821363327,91.40629078885728,99.0
1,5.169999999999997,33.900859443513056,0.0,147.194546527,129.4775841737686,42.0
1,5.019999999999996,32.93648476066453,0.0,127.952226478,117.50120408627974,38.0
1,1.3000000000000003,29.61026582527417,0.0,267.927146597,96.76614573092421,88.0
1,6.940000000000012,47.200376221420726,5.570266777452384,401.085197236,185.10424725003094,19.0
1,2.6799999999999966,28.78842906199048,0.0,203.160174362,109.64589728132302,99.0
1,3.7599999999999896,48.95863839817391,0.0,195.994991417,116.0142188812424,88.0
1,4.539999999999992,42.127975505753206,0.0,198.98025208,115.9381925700074,
1,2.739999999999996,42.89462474998116,0.0,128.026604286,100.7798877505364,85.0
1,6.940000000000012,27.11539629705323,5.101194549443988,239.926972054,185.10424725003094,24.0
1,0,49.58604534107863,0,343.820647908,158.31838894756092,
1,6.940000000000012,45.47516976726993,9.437380392529544,403.094116961,185.10424725003094,26.0
1,5.740000000000002,38.069225673336675,0.0,84.4752737882,132.91442065518578,77.0
1,6.940000000000012,35.971776229329684,4.368077925244487,323.513278953,185.10424725003094,28.0
1,3.1599999999999935,52.04030870144351,0.0,132.924412042,95.40661640060443,90.0
1,6.2800000000000065,35.36107994053659,0.0,99.7213480203,158.76560254306088,19.0
1,5.620000000000001,42.9646433408593,0.0,146.281199375,139.13739783656774,
1,3.219999999999993,34.9712734577553,0.0,175.998085915,101.12647828704883,99.0
1,1.3900000000000003,46.87324631607396,0.0,139.095627866,118.25028685874219,90.0
1,2.949999999999995,45.545273501269264,0.0,210.670503579,124.90035302382653,52.0
1,5.259999999999998,44.825116447458285,0.0,112.756737254,125.61142264067148,52.0
1,2.3799999999999986,50.125814699983344,0.0,283.853619584,136.96393976243792,77.0
1,2.17,37.897193386110615,0.0,202.545509321,102.57545033646868,51.0
1,6.940000000000012,44.10460485041201,8.058393683200375,263.546013249,185.10424725003094,38.0
1,3.099999999999994,54.1497693375568,0.0,193.375355674,123.92319131765913,
1,6.940000000000012,51.58088046862232,7.3129611618031,235.903837394,185.10424725003094,40.0
1,3.69999999999999,48.48650519685202,0.0,69.7854408392,92.63389210850467,42.0
1,6.940000000000012,60.89199196506857,8.539398427366018,436.986251366,185.10424725003094,42.0
1,6.940000000000012,29.10815068589988,7.181975870816153,258.456320426,185.10424725003094,43.0
1,0,46.33590104049483,0,218.215253596,91.00156248492975,
1,2.0500000000000007,50.11697022994971,0.0,212.580281714,117.23734806493476,5.0
1,1.03,36.546148932530706,0.0,248.611289882,111.49065336276031,55.0
1,1.4200000000000004,31.203546581311016,0.0,270.823392683,116.19757645539737,87.0
1,3.879999999999989,43.164365032408185,0.0,168.061230166,110.7080295706354,26.0
1,2.619999999999997,50.57143250184562,0.0,308.159006861,111.61363710152281,79.0
1,5.409999999999999,27.536124583065238,0.0,115.384944339,130.02318476027858,99.0
1,6.940000000000012,61.97662977692708,1.274271717514152,273.184375254,185.10424725003094,51.0
1,6.940000000000012,61.30025298153507,0.9417803437354301,368.919254724,185.10424725003094,52.0
1,6.940000000000012,60.799991204452624,9.205544665629713,483.307921182,185.10424725003094,53.0
1,5.109999999999997,29.753022288932346,0.0,101.161474354,118.80035958120712,26.0
1,6.940000000000012,26.29459138826712,6.558993883573711,283.757099128,185.10424725003094,55.0
1,3.5799999999999907,40.235565801053255,0.0,194.009285611,119.52260953793956,24.0
1,6.940000000000012,48.40709508548269,2.617638324138818,286.486456133,185.10424725003094,57.0
